author,comment,likes,published_at
@abang8382,"Lanjutkan abangku,Makin banyak konten seperti Abang ini semakin maju kita bang",0,2025-12-13T01:42:36Z
@wongpalembangasli1,"Tipikal manusia penjajah, selalu menjual dengan harga mahal ketika ada bencana",0,2025-12-13T01:20:46Z
@dianbarat5474,"Terharu, inilah calon pemimpin masa depan",0,2025-12-13T00:49:09Z
@racundigital,REAL. DPR. DEWAN PERWALIAN RAKYAT. YANG SEBELAH DPR DEWAN PERAMPOK RAKYAT.,0,2025-12-13T00:11:16Z
@NoviyerDafit,"Hebat Pak Ferry Irwandi. Sehat Selalu, Pak Ferry Irwandi. 👍👍👍👍👍",2,2025-12-12T23:52:35Z
@muhamadhusein5472,Prepare ale NEPAL,0,2025-12-12T22:57:25Z
@ipanzamorano9761,Terimakasih banyak² bang...,0,2025-12-12T22:42:41Z
@sitiweepiweepi,Sehat selalu bang fer dan team. Kami bantu dana dan doa dari sini🎉❤,0,2025-12-12T22:42:16Z
@dikpraboe,"Perjalanan tidak mudah untuk sampai daerah terpencil dengan infrastruktur yang rusak akibat banjir bandang & longsor. Relawan"" Indonesia sudah teruji di banyak tempat bencana ber-kali"" bahu membahu bersama masyarakat terdampak berusaha membantu meringankan beban didukung para donatur yang diinisiasi oleh orang baik yang peduli seperti Ferry Irwandi & Tim. Terimakasih orang baik, Indonesia akan terus berdiri semakin kuat berkat dukungan tanpa batas dari kalian.",0,2025-12-12T22:06:19Z
@HairiMohamad-m9y,Sabar ya. Support kalian 🎉,0,2025-12-12T17:56:12Z
@irvandimas528,👍👍,0,2025-12-12T17:44:33Z
@RahmadRosadi,Terimakasih orang baik,0,2025-12-12T15:44:06Z
@zulkiflihjahmad5095,"Ya Rabb, 6 - 7 hari tak dpt makan, masya'allah semoga Allah s.w.t membuka jalan keluar sebaiknya utk mangsa2 banjir besar n longsor seumpama Tsunami ke2 d Aceh n Sumatra Utara n Barat dll dpt dibantu n disantuni sebaik2nya. Allahu Aameen 🤲
al-fakir tok kefli 🙋
🇲🇾💖🇮🇩",0,2025-12-12T15:08:55Z
@Orangbiasa_45,"Sepanjang mata memandang sawit semua.  


Sawit ini hrus di ganti.  Klo gak bncana banjir akan selalu ada",0,2025-12-12T15:08:01Z
@afsaindonesia6141,Gak habis pikir yg jual bensin 1 liter 200 yg rb 😢 padahal kalau dia jual dgn harga yg layak sangat berlimpah pahala nya karena membantu sesama yg sedang kesusahan,1,2025-12-12T15:02:28Z
@mahpudlauhil6552,Semoga Allah membalas kebaikan donatur dan Team Bang Fer❤,0,2025-12-12T14:49:49Z
@antonnugraha2718,"Bang fery, saya teknisi dan operator genset, saya siap diberangkatkan jika butuh tenaga teknisi genset",0,2025-12-12T14:39:30Z
@Aqsal_Ilham04,"tetap hidup dan terus berjuang bang ferry, we proud of you🙏",1,2025-12-12T14:31:58Z
@ilhamrofiq3990,Kemanakah dirimu wahai Che Che Indonesia apakah kau tidak geram akan keadaan seperti ini?,1,2025-12-12T13:13:15Z
@dphouse-j3h,rasa bangga yang sangat besar untuk abang satu ini.,0,2025-12-12T13:02:34Z
@rimaputriindah0121,Banyangkan sedasyat apa air yg bisa mengangkat ngangkat truk ke atas truk,0,2025-12-12T12:58:04Z
@diahayur3586,"Sehat sehat ya bapak ibu, betapa beratnya tanggung jawab kalian nanti wahai para penguasa🥺, tidak perihkah nurani kalian melihat semua ini!",0,2025-12-12T12:42:02Z
@dikywahyudi7676,Terima kasih.,1,2025-12-12T11:24:13Z
@Nubsician,7:33 katanya ada yg bilang ini oknum pengecer yg naikin harga,0,2025-12-12T11:02:47Z
@JajangNurahman-d6x,"Respect buat Fery dan team
Dan seluruh temen2 yang sudah donasi 
Terima kasih buat kalian semua  
 Semoga kalian semua di beri kesehatan terus 
Karna waga2 masih membutuhkan kalian...",0,2025-12-12T11:02:16Z
@zeronextzzz,❤❤❤,0,2025-12-12T10:18:37Z
@OrangGantenk00,Mantep bang,0,2025-12-12T09:19:36Z
@FarhanAditya-s4f,miris bgt ini negeri,0,2025-12-12T09:12:56Z
@menembus_langit,Lebih bangga pada bang fery daripada pemimpin negri ini,1,2025-12-12T08:51:43Z
@diotamara8454,Manusia yang sebenarnya ... yang lain apalagi pejabat.. gak tau apa,0,2025-12-12T08:48:25Z
@fauziazi1978,Anggota DPR yg Banyak bacot. Buka jas lo.. pakai kaos oblong celana pendek..turun kedaerah bencana.. bantu rakyat itu lebih mulia daripada lo ngebacotin relawan yg enggak2.. jangan kerjaan lo bisanya ngelonin bini doang,1,2025-12-12T07:57:25Z
@yelliprimayanti3187,"duitnya jangan diahabisin buat makanan semua bang, mungkin bisa buat bantu rumah tinggal yg kampungnya habis",0,2025-12-12T07:54:28Z
@linasayekti9940,Keren banget bang👍👍👍,0,2025-12-12T07:53:13Z
@wii11llofd,"TONTON NI VIDEO SEMUA PEJABAT KORUPP, HARUSNYA MALU KALIAN ANJJJ",0,2025-12-12T07:24:55Z
@therezmilitary,Teurimong Geunaseh (Terima Kasih) bang Fery #SaleumDariAcehPidie,2,2025-12-12T07:19:34Z
@BreakTheWall-s2c,"Ya Allah jadikanlah pemerintah Indonesia peduli akan rakyatnya, terimakasih untuk uda Fery dan semua relawan yang sudah membantu, terimakasih masyarakat Indonesia yang ikut andil menyumbang donasi dan doanya ❤❤❤",4,2025-12-12T07:03:19Z
@idrixdrop976,"Mending 10M tapi langsung nyampe, daripada TRILIUNAN tapi di KORUP.",2,2025-12-12T05:53:18Z
@synster02,13.12,0,2025-12-12T05:44:41Z
@IraweeDamee,Untuk menanggulangi masalah ini ubah jalur air ke PT dan tambang.  Agar masyarakat tidak terkena musibah yang di buat manusia serakah. Sampai kapan mampu membantu jika tidak ada penanganan. Kirim bantuan eskalator mengali jalur air yang baru ke PT dan tambang agar inti masalah selesai😊,0,2025-12-12T05:28:52Z
@yoikireja8762,panjang umur orang baik,0,2025-12-12T05:27:17Z
@matthumels,ini banjir bandang/sunami??,0,2025-12-12T04:45:08Z
@adenoviantt,"ah moment
""banjir di Sumatera hanya mencekam di sosmed"" 
😭😭",0,2025-12-12T04:21:08Z
@SayNotoWorkspace,Terima kasih mama bg ferry udah lahirin bg ferry,1,2025-12-12T04:20:25Z
@VeniRI-oz5dw,"Terimakasih abang2ku semua, pahalanya ambillah di akhirat kelak, Doa terbaik untuk kalian semua 🤲🤲",3,2025-12-12T04:17:28Z
@DavidSaputra-u3j,"Sehat terus mas ferry dan tim,  sukses selalu.",0,2025-12-12T03:34:55Z
@arumtriwijayanti1614,Sehat2 bang fer dan para relawan. Semoga segera pulih semuanya.,0,2025-12-12T01:31:06Z
@arumtriwijayanti1614,Hari2 nangis liat korban begini dan misuh2 liat pemerintah konoha.,1,2025-12-12T01:29:49Z
@SketsaMusik,"bang saya izin share lagu ku.. meskipun AI aransemennya.. semoga enak di dengar dan ini dari hati ku.. karena aku orang Tapanuli selatan meski aku tinggal di Jakarta.. semangat bang.. salam kebaikan untuk rakyat indonesia.. terima kasih 

ini link lagunya.. https://www.youtube.com/watch?v=F_vWwVOwkxA",0,2025-12-12T01:25:41Z
@Kamil_Walker,"Bang saya sempat kepikiran, kenapa Prabowo diam terhadap bawahannya, karena Prabowo ingin kita menghujat mereka, soalnya selama pemerintahan Mulyono engga pernah ada dewan yang di rosting kecuali Mulyono sedikit, seandainya ada pun, tidak sebanyak sekarang, apakah Prabowo sedang menyerang para dewan korup secara psikologis lewat netizen🤔
Cuma asumsi saya aja ini bang😅",0,2025-12-12T01:00:54Z
@ToMan1286,"Mas Fer kalo boleh cuma mau tanya, knp gak join pemerintah utk bantuan ini mas? Knp ""bergerak sendiri""?",0,2025-12-11T23:52:32Z
@wulwulanz,"Sehat2 semuanya, sabar dan tegar menghadapi ujian juga semoga bumi kita cepat pulih Aamiin Allahumma Aamiin",2,2025-12-11T23:52:00Z
@nikmilady,kok tega yaa jual bensin 1L 100k d daerah bgini😮,1,2025-12-11T21:47:52Z
@MudaBerkaryaIndonesiaEma-lq2cn,"❤Indonesia😢Ya Allah minum air banjir bekas jenazah lebih sadis dr Palestina,Ya Allah duit dr mana ya 😢100rb air satu galon dan 1 liter bensin 80rb😢 ya Allah izinkan Pemain Bola Yg murah Hati Ronaldo gali sumur ba gun rumah sakit dan masjid ❤",0,2025-12-11T20:38:58Z
@itsdelparemix,"Terimakasih banyak bang, sudah bantu dan berkunjung di kabupaten kami, semoga bang ferry beserta keluarga dan rekan rekan tim selalu di berkahi sama allah dan di permudah segala urusan, selamat di darat, laut maupun udara 🙏🙏🙏🙏",0,2025-12-11T18:56:25Z
@Rahmadefendinasution,"andai saja pemimpin kita kayak bg fery ini..luka kita cepat terobati
goodluck buat bg fery dan tim",0,2025-12-11T17:06:32Z
@HerSalenk,𝙔𝙖 𝙖𝙡𝙡𝙖𝙝....,0,2025-12-11T16:35:34Z
@azizmuliapratama9078,"Yang disana makan steak 200rb, disini beli bensin 200rb cuma dapat 1L🥺",3,2025-12-11T15:56:21Z
@azizmuliapratama9078,1L 200rb🥺,2,2025-12-11T15:55:31Z
@mirandanoor8721,Semoga selalu diberi kesehatan buat semua tim relawan dan terima kasih buat masyarakat Indonesia,0,2025-12-11T15:12:15Z
@bobbyanggara9717,God bless sumatera❤,0,2025-12-11T15:00:43Z
@zainichannel87,"Saya dari Sumatra Utara kabupaten Tapanuli Tengah kota Sibolga kecamatan Sorkam hadir 
Saya salah satu korban banjir 
Sekedar info terimakasih 🙏",0,2025-12-11T14:00:01Z
@retnozahra3763,"Apapun omongan para bapak yang ga jelas omongannya
Selalu sehat yea bang dan keluarga supaya bisa Selalu membantu masyarakat",0,2025-12-11T13:53:53Z
@poseidondeity2817,Ikut nangisss 😭😭😭😭😭 13:46,0,2025-12-11T13:17:43Z
@FannyAnjelaTomhisa,Terimakasih kasih bung♥️😇,0,2025-12-11T13:07:55Z
@idanurrahayu903,"Semangat bang ferr dan tim... smga Allah mudahkan dan lancarkan sgla upaya untuk membantu saudara2 kita disana, do'a kami sllu mengiringi kalian semuaa",0,2025-12-11T12:52:03Z
@Irull123peNbk,"Ketika melihat Indonesia yang kian hari kian suram, saya hanya bisa teringat Cak Nun dan Bang Ferry. 
..",0,2025-12-11T12:43:42Z
@ifafathimah6524,Panjang umur orang orang baik,0,2025-12-11T12:32:59Z
@anshoriolif2106,Semoga sehat selalu ya Allah,0,2025-12-11T12:09:40Z
@dantryanto2667,Ga bisa ngomong banyak intinya makasih bang Fery Irwandi dan team yg turun ke bencana sumatra 🙏,0,2025-12-11T11:16:04Z
@privatematematika4005,Semoga dikuatkan bagi warga yang terdampak banjir bandang.Allah memberikan kekuatan iman dan taqwa pada Allah.,0,2025-12-11T10:49:18Z
@cahangon2913,Sumpah ga pernah semarah semuak ini sama pemerintah gue bukan orang sholeh bukan juga orang alim tapi gue mau doakan atas nama Alloh Yang maha adil semua manusia yang terlibat dalam penyebab bencana ini terlaknat dan diazab di dunia sampai akhirat terhina di dunia juga sampai akhirat 🤲🤲🤲,1,2025-12-11T10:48:52Z
@RianHabob,sehat sehat bang Fery Irwandi,0,2025-12-11T10:37:06Z
@aldii8864,#DariWargaUntukWarga,0,2025-12-11T10:23:10Z
@creativekarikatur1623,"setelah gubernur konten, ada aktifis konten
manfaatnya kalo kebaikan di kontenin, kita yang gabisa datang langsung bisa melihat dan bisa merasakan bagaimana susahnya disana dan kita bisa melihat juga gimana dan untuk apa uang donasi kita di salurkan
kalopun banyak yang kritik seperti anggota DPR kemarin tinggal liatin aja video nya",0,2025-12-11T10:22:44Z
@indahbachtiar3508,"Ya allah gak sanggup aku nonton nya😭 nangis banget, gatau lagi mau ngomong apa. Terima kasih orang baik, rakyat bantu rakyat ini namanya. Pemerintah banyak anggotanya tapi kayak gak berguna😢 miris",0,2025-12-11T10:15:03Z
@Nanasbananapersentase,mengerikan sekali truknya,0,2025-12-11T09:56:21Z
@ilhammuhammad612,"astagaa merinding  liat truk2 nya, artinya  mereka sekacau apa  ya Allah, tolong mereka🙏🏻🥲 semoga tetap tabah & diganti segala kehilangannya dgn yang lebih baik berkali2 lipat aamiin",0,2025-12-11T08:59:40Z
@Ivan_Adistyann,5:31 coba pikirkan secara logika😥,0,2025-12-11T08:25:25Z
@VinaAmbar-o4c,"Bang mohon terimakasih udah membantu saudara kita disana,gw cuma bisa bantu lewat sosmed,semoga saudara kita di berikan ketabahan hati dan ikhlas 💜",0,2025-12-11T07:26:45Z
@fikrihidayat5736,"kekurangan aparat realy? giliran acara besar HUT instansi panggilan jiwa nya besar bget ribuan aparat yg ikut, giliran kaya gini bencana nasional malah kekurangan aparat",0,2025-12-11T07:17:04Z
@HudVersee,Semoga lekas membaik saudara² ku❤,0,2025-12-11T07:13:24Z
@ardypamungkas9505,1 juta = 5 Liter??? Astaghfirullah 😳,1,2025-12-11T06:47:01Z
@Candra_212b,"Gue rasa juga kucing nya Prabowo bakal mikir & sedih kalo teman2 nya juga kelaparan disana, termasuk kucing hitam di menit2 pertama",0,2025-12-11T06:39:25Z
@SlayerDemon-o7g7g,damn baru menit awal nnton udh kebayang gmn susahnya dsna 😭 ya Allah,0,2025-12-11T06:35:00Z
@indrajrosandi1806,THIS IS WHAT I PAID MY INTERNET FOR. KUDOS FERRY IRWANDI AND EVERY SINGLE DONATOR!,0,2025-12-11T06:26:24Z
@Harimau_putih_7957,"Aku tonton disebabkan nak tngok keadaan sekitarnya bukan nak tngok muka lu n kekawan lu aja lol...
Keadaan sekitar tu lbih bnyak dri lu bersembang itu yg diperlukan😅..aduhhhh",0,2025-12-11T05:26:18Z
@yorisramanda,"pemerintah kontol bisanya bacot doang,gada bener hati nuraninnya nyepelein hal begini otaknya dimana,makin lama makin anjing ini pejabat pejabat bangsat",0,2025-12-11T05:23:33Z
@joe_kaspersky,"Bang, udah lebih dari cukup bang jadi mesiasnya mereka. YOU'RE AWESOME ENOUGH!. Jaga diri ya bang, dimanapun anda berada 🙏🏻🙏🏻",0,2025-12-11T05:15:44Z
@nadaibnukautsarpratama6663,"Pemerintah nutup2in kondisi sebenarnya di lapangan, hari2 dipimpin alumnus orba😊",0,2025-12-11T04:48:27Z
@muthiarahmi5384,Terima kasih.,1,2025-12-11T04:30:16Z
@ahmadjayana8139,KAMI RAKYAT INDONESIA SUFORT PENUH ABANG FERRY,0,2025-12-11T04:26:15Z
@alfifatma220,"Rasa hati gimana ya, .sedih,haru,tapi bangga juga sama temen2 yg terdampak,temen2 relawan,kalian semua orang baik.Semoga sehat semua,bisa bangkit bersama2, .Allah lindungi kalian semua, .Allahuakbar!!",0,2025-12-11T04:18:54Z
@tube247,Gak bisa byangin itu air stinggi ap.. ya alloh. 😢,0,2025-12-11T04:02:01Z
@BAHLLIL,"HANYA DI INDONESIA BANTU ORANG BISA KENA PIDANA: SURUH IZIN SAMA MENSOS, kalo ijin dulu lama, keburu mati kelaparan tuh para korban, ijin manfaatnya apa? GAK ADA, masa berbuat kebaikan harus ijin dulu, yang ada lama, para korban keburu mati kepalaran, APAKAH HANYA DI INDONESUA YANG MAU BANTU / TOLONG ORANG HARUS IZIN? berarti kalo ada orang tenggelam minta tolong harus izin dulu? orang kecelakaan di jalan , mau tolongin harus izin dulu? otak di pake lah mensos korup.",1,2025-12-11T03:52:41Z
@Penonton_youtube123,"PROBLEM MEREKA BANYAK BANG , SARAN AJA BIKIN SUMUR BOR JANGKA PANJANG TERUS GAS ELPIJI+KOMPOR DAN PERBANYAK BERAS NYA BANG ,, KARNA KITA GA TAU KAPAN PEMERINTAH SETEMPAT BUKA MATA DAN PEDULI MEMBANTU KORBAN",0,2025-12-11T03:48:38Z
@gittink9493,Vidiioin nya KLO pake drond lebih parah dilihat nya bang 😢😢😢,0,2025-12-11T03:41:59Z
@wikentitissari6615,"#TERIMAKASIHFERRYIRWANDIRELAWANDONATURKITABISACOM_SAVETHECHILDREN
#BENCANANASIONALACEHSUMBARSUMUT
#RAKYATBANTURAKYAT
#USUTTUNTASDEFORESTASI",0,2025-12-11T03:40:16Z
@zyqromilidfomandes3069,"bang kalau di perkenankan saya algi kontrak di salah satu BUMN bang, boleh ikut kerja sama abang?saya siap jadi apa aja sesuai instruksi abang, relawan di aceh pun saya siap bang🥺",0,2025-12-11T03:12:41Z
@SulastriLastri-se4dl,Masyaallah..bang Ferry dan para donatur semoga Allah membalas budi baik kalian.,0,2025-12-11T03:09:28Z
@SulastriLastri-se4dl,"Orang2 seperti ferry irwandi ini yg cocok diangkat jadi pejabat negeri ini.
Bubarkan aja DPR.",0,2025-12-11T03:06:37Z
@naz-c3i1i,"Cuma mencekam di sosial media,kata2 paling lawak di 2025",0,2025-12-11T02:44:24Z
@nadiad.c.8882,MasyaaAllah Terima kasih bangg🥺🥺🤲🤲,0,2025-12-11T02:43:22Z
@3anats3pt3ny,"Palestina nya Indonesia ya saat ini pulau Sumatra dan sekitarnya. Israel nya ya pemerintah sendiri, siapa yg bilang jangan takut menanam sawit kmren ingat masih diputar terussss. Indonesia gersang karena hutan hijau sudah digantikan hutan industri",0,2025-12-11T02:18:18Z
@eksplorasichannel7287,kami mendukungmu bang dibanding anggota dewan yg nyiyir ke anda kmrn,0,2025-12-11T02:13:56Z
@hjmuflichah301,"Yaa ROOB lindungilah masyarakat Aceh,Sumatra yang terkena bencana ,selalu diberikan kesehatan, kekuatan,kesabaran,banyak yang kehilangan keluarga ,harta,terimakasih para relawan 2 yang tangguh",0,2025-12-11T02:11:35Z
@ayahusna912,Semoga bang feri dan tim selalu sehat wal'afiat 😊😊😊,0,2025-12-11T02:05:08Z
@adencannel,TURUNKAN LAH MAPALA DAN PRAMUKA YG BISA BANTU WARGA BUAT ALTERNATIF DLM KONDISI YG DARURAT SEPERTI INI..MEMBUAT AIR BERSIH ..WC..DLL,0,2025-12-11T01:59:47Z
@adencannel,"BANG USUL BANTU WARGA BUAT SARINGAN AIR DARI BATU2 ,IJUK DAN PASIR2 PAKE DRUM BEKAS ATAU EMBER...JD BS STOK AIR BERSIH DR PENYARINGAN.",0,2025-12-11T01:54:35Z
@zainalahmad7355,tolong dong bang fery saya juga butuh donasi untuk usaha..,0,2025-12-11T01:49:15Z
@atppdam,"13:14 lebih sedih daripada speech Luffy waktu going Marry Tenggelam...

Semangat Nakama Semua 🔥🔥🔥",0,2025-12-11T01:44:22Z
@Chesscake-d2e,Anggota DPR yg ngomong kemaren lihat nihhhh kenyatannya..,0,2025-12-11T01:41:01Z
@Chesscake-d2e,Semangat dan terimakasih bang udah bantu masyarakat kami hanya bisa mendoakan agar abang dan relawan sehat sehat serta masuarakat yg tertimpa mudibah dapat segera ditabgani rakyat indonedia hebat 👍,0,2025-12-11T01:38:25Z
@RiniNhdyOfficial,"Gimana ya caranya menyalurkan bantuan melalui bang ferry ,,mohon infonya",0,2025-12-11T01:31:14Z
@zey27_09,"Sehat Sehat ya bang 
Indonesia butuh seorang pemimpin seperti abg",0,2025-12-11T01:31:10Z
@WiwinRatnasari-pj1ds,Pahlawan yang sesungguhnya,0,2025-12-11T01:23:54Z
@ibukebun,"Yang kemarin ngata2in Sumatera, Aceh. Disuruh dibiarin aja. Banding2in sama kejadian masa lalu. Bahkan dukung perusahaan sawitnya. Ngga punya ati sih.",0,2025-12-11T01:20:18Z
@bocaherka7631,❤,0,2025-12-11T00:35:01Z
@iasm178,semangat kawan kawan,0,2025-12-10T23:11:27Z
@efifyoeliati6448,"Smg bang Ferry dan kawan2 diberi kesehatan yg baik oleh Allah SWT. Di indon ini aneh orang baik malah dibenci  dan yg jahat malah disukai malah diberi jabatan di gandeng untuk sama2 merampok kekayaan alam neg ini, Dan yg sangat menyedihkan Pres yg skrng msh sj membela manusia jahat itu msh diberi akses untuk mengelola bangsa ini shg membuat kacau jalan pemerintahan ini. Beginilah nasib rakyat indon yg ter ombang ambing krn pemerintahan yg kacau  Pres dibuat bodoh oleh menteri2 ttitipan Jkw yg suka ambil keuntungan di sgl kesempatan",0,2025-12-10T23:04:36Z
@netizenlosss,"Semoga mas Fery Irwandi suatu saat nanti bisa jadi presiden INDONESIA, amiin allahumma amiin🤲",1,2025-12-10T22:41:30Z
@ArtiSetyanto,Bang boleh kasih saran..kacamata nya boleh dganti yg kecil manjang kesamping gak..soalnya pakai kacanata yg ini menunjukan kekurangan mas irwan..apalagi klo mas irwan lama2 menghadap kamera..hidung nya jelek krn kebesaran kacamata,0,2025-12-10T22:22:30Z
@gameriot74,"Fery Fery lo apa apaan siiii bikin gaduh aja, kan lo jd difitnah sipaling paling lo gak tau apa wakil rakyat merasa kecolongan start, g doain lu Fer biar diterima seluruh amal baik lo sama Allah dpt ridhoNYA, maaf gw cuma bisa doain kesalamatan untuk semua teman teman yg berjuang dan peduli kemanusiaan akan terus terlindungi 🤲,",0,2025-12-10T20:19:47Z
@Nisss_6,Sakit banget hati gw nontonnya 😭😭😭,0,2025-12-10T19:54:12Z
@elissuryati8718,"Semoga mas feri Irwandi dan para relawan kain nya semoga sehat2 selalu semuanya,dan di lindungi sana Alloh dari marabahaya ,aamiin,tetap semangat orang2 baik kalian yang selalu  emfati🤲🤲💪💪💪💪",0,2025-12-10T18:29:39Z
@VegaRed,"RUSSIA NGEBANTU AJA DITOLAK INDONESIA, HEBATTTT HEBATT, EVAKUASI LAMBAN, JAMAN PAK SBY SAJA MEMPERBOLEHKAN NEGARA BANTU EVAKUASI,  TURUT BERDUKA CITA 🙏",0,2025-12-10T18:11:09Z
@JericoSiahaan,"Terima Kasih Bung Ferry, mau disebelah bung biar bisa bantu2, tapi apa daya saya juga susah waktu dan biaya, Sehat Terus Bung Ferry Irwandi.",0,2025-12-10T16:57:35Z
@Galuh_pakuan,Berkah dari hinaan DPR. SAYA JADI KESINI DAN SUBSCRIBE CHANEL INI 😊,0,2025-12-10T16:22:18Z
@SanwaRifs,BANG BANG BANGG BANG FERY...KERENNN BANG FERYYY KERENNN..BANG BANG DPR BANG DPR BANG DPR RI BANGSAAATTTTTTTTTTT,0,2025-12-10T16:17:26Z
@geryfebriantoyudatama65,👍,0,2025-12-10T16:08:47Z
@ikaandika1392,Semoga dimudahkan dan diberi kesehatan utk menyalurkan bantuannya👍🏻🤲,0,2025-12-10T16:00:09Z
@WardliyahWardliyah-g7o,Pinter lu bang .ilmu Lo kepake,0,2025-12-10T15:41:43Z
@WardliyahWardliyah-g7o,Tolong distock ya,0,2025-12-10T15:38:50Z
@fullstacktalent,Sehat-sehat bang Ferry,1,2025-12-10T15:35:06Z
@nurjannahpermata11,"Doaku buat bang Fery, sehaaat terus aja bang sejak kemunculan bang Fery berasa semua suaraku sudah tersampaikan. Akupun susah.. tp dengan membantu sodara kt aku merasakan bahagia yg TDK bisa kujelaskan.",0,2025-12-10T15:24:51Z
@moch.syaifullahyusuf,"sehat sehat bang fer dan seluruh relawan. terlepas siapa yang salah, yang penting masyarakat terdampak bisa bertahan dan cepat pulih kembali",0,2025-12-10T14:48:16Z
@rullexio6811,"Bingung mau komen apa, tapi sangat terharu sama true heroes yang turun ke lapangan ini, salut....",1,2025-12-10T14:19:02Z
@NauraAniays,"ga tau mau ngomong apa lagi 
big thx buat bg ferry
dan ANJG LO PEMERINTAH",0,2025-12-10T14:11:38Z
@hestidwip2100,Jangan nangis bang aku ikutan nangis karena ada nenek ku di Aceh Tengah,0,2025-12-10T14:05:53Z
@imroatulislamiyah3208,"Meanwhile, prabowo kirim bantuan pakai duit pajak dikasih wajahnya",0,2025-12-10T14:00:44Z
@MuhammadEljateny,🔥,0,2025-12-10T13:57:32Z
@immanuelalvin7980,Makasih ya bang Ferry dan seluruh masyarakat yg menjadi donatur baik material maupun imaterial. Tuhan Berkati,1,2025-12-10T13:53:22Z
@riskiramandani1532,Nangis gua.. terharu,0,2025-12-10T13:52:24Z
@raxondianova1144,makasih bang ferry semoga segala sesuatu dipermudah sehat sehat bung,0,2025-12-10T13:48:47Z
